title,sku,price,retail_price,category,sub_category,description,width,height,depth,tags,brand,designer,images
Set Of Six J.L. Møller Model 71 Dining Chairs In Brazilian Rosewood #1,7234640871556,10250.0,,seating,,Origin: DenmarkDesigner: Neils Otto MøllerManufacturer: J.L Møllers MøbelfabrikEra: 1951Dimensions: 19.5″ wide x 17″ deep x 31″ tallSeat: 19″ wide x 16.5″ deep x 17.5″ tallCondition: Frames are in excellent original condition. Leather in good original condition with vintage wear. Restoration Includes:• Structural + joint repair (if necessary) on all joints• Refinish all wood surfaces in lacquer• New custom upholstery with fresh foam and material (inquire for available fabrics and physical samples) Fabrics recommend for upholstery: HallingdalTonusTonicaClaraDivina MD,19.5,31,17,"1951, danish, danishdesign, danishmodern, depth:16.5, height:31, mid century, mid century chair, model 71, moller, neils otto moller, rosewood, width:19.5",,,"https://midcenturymobler.com/cdn/shop/files/DSC_9132.png?v=1709358727, https://midcenturymobler.com/cdn/shop/files/DSC_9119.png?v=1709358729, https://midcenturymobler.com/cdn/shop/files/DSC_9135.png?v=1709358725, https://midcenturymobler.com/cdn/shop/files/DSC_9139.png?v=1709358725, https://midcenturymobler.com/cdn/shop/files/DSC_9142.png?v=1709358730, https://midcenturymobler.com/cdn/shop/files/DSC_9154.png?v=1709358728, https://midcenturymobler.com/cdn/shop/files/DSC_9145.png?v=1709358726, https://midcenturymobler.com/cdn/shop/files/DSC_9152.png?v=1709358729, https://midcenturymobler.com/cdn/shop/files/DSC_9157.png?v=1709358727, https://midcenturymobler.com/cdn/shop/files/DSC_9161.png?v=1709358731"
Draw Leaf Brazilian Rosewood Dining Table By Kai Winding,6968874369156,3400.0,,tables,DINING TABLE,Origin: Denmark. Designer: Kai Winding. Manufacturer: Slagelse Møbelfabrik. Era: 1960s. Materials: Rosewood. Measurements: 51″ (closed) 94.5″ (open) wide x 35.5″ deep x 28.25″ tall,27,28.25,35.5,"1960s, 2023, ARMCHAIRS, DA12850, Denmark, depth:22, height:30.75, JANUARY 2023, Kai Lyngfeldt Larsen, Leather, PAIR, restored, Søborg Møbelfabrik, Teak, width:27",Slagelse Møbelfabrik,Kai Winding,"https://midcenturymobler.com/cdn/shop/products/DA12851.jpg?v=1664014447, https://midcenturymobler.com/cdn/shop/products/DA12851a.jpg?v=1664014454, https://midcenturymobler.com/cdn/shop/products/DA12851b.jpg?v=1664014454, https://midcenturymobler.com/cdn/shop/products/DA12851c.jpg?v=1664014454, https://midcenturymobler.com/cdn/shop/products/DA12851d.jpg?v=1664014455"
Grete Jalk Rosewood + Laminate Bar Cart,6710098559108,1500.0,,tables,Tables,Origin: Denmark. Designer: Grete Jalk. Manufacturer: P. Jeppesen. Era: 1960s. Dimensions: 18″ wide (35.5″ when expanded) x 28″ deep x 26″ tall,18,26,28,"bar, cart, depth:28, grete jalk, height :26, laminate, restored, rosewood, serving, width:18",P. Jeppesen,Grete Jalk,"https://midcenturymobler.com/cdn/shop/products/jalk-cart.jpg?v=1642593190, https://midcenturymobler.com/cdn/shop/products/DSC_2439_40c5595a-904f-4037-8925-e596121719cb.jpg?v=1642593191, https://midcenturymobler.com/cdn/shop/products/DSC_2441.jpg?v=1642593191, https://midcenturymobler.com/cdn/shop/products/DSC_2442.jpg?v=1642593191, https://midcenturymobler.com/cdn/shop/products/DSC_2444-1.jpg?v=1642593191"
"Set Of Six Arne Jacobsen ""Ant"" Chairs In Teak",7198013882500,5700.0,,seating,DINING CHAIR,"Origin: DenmarkDesigner: Arne JacobsenManufacturer: Fritz HansenEra: 1950sDimensions: 16″ wide x 17″ deep x 30.5″ tall, Seat: 17.5″ tall Condition: Frames are in good original condition with some vintage wear. Price includes restoration / refinishing to remove all cosmetic wear Lead time for restoration: 7 - 8 weeks",16,30.5,17,"ant chair, Arne Jacobsen, depth:17, fritz hansen, height:30.5, pendant lamp, teak, width:16",,,"https://midcenturymobler.com/cdn/shop/files/DSC_5759_164cd3bc-e6c6-4e24-a188-b378e5a76330.jpg?v=1699215237, https://midcenturymobler.com/cdn/shop/files/DSC_5740_0d57c606-c5b2-4740-94ea-2e146659ed45.jpg?v=1699215234, https://midcenturymobler.com/cdn/shop/files/DSC_5744.jpg?v=1699215232, https://midcenturymobler.com/cdn/shop/files/DSC_5746_70496883-a843-43b8-97ba-2628e204cc64.jpg?v=1699215236, https://midcenturymobler.com/cdn/shop/files/DSC_5753_586a55fb-4de9-4a59-b06d-57af9c20b4d4.jpg?v=1699215235, https://midcenturymobler.com/cdn/shop/files/DSC_5758.jpg?v=1699215234, https://midcenturymobler.com/cdn/shop/files/DSC_5773_371b78e4-f6a0-4571-bb55-b1c6e0631c73.jpg?v=1699215232, https://midcenturymobler.com/cdn/shop/files/DSC_5775_5585fb1b-67ca-4319-8d71-e094620f2b50.jpg?v=1699215232, https://midcenturymobler.com/cdn/shop/files/DSC_5778_0c7ccbc5-53d2-4714-b199-e76ba2d44a41.jpg?v=1699215233, https://midcenturymobler.com/cdn/shop/files/DSC_5781_7d54a9d1-3c07-4012-a4b0-af9772299a4f.jpg?v=1699215233, https://midcenturymobler.com/cdn/shop/files/DSC_5784_f5815bfc-6642-4183-bf1b-a4a5939fa8c5.jpg?v=1699215235, https://midcenturymobler.com/cdn/shop/files/DSC_5786_117882c4-fd05-4c50-8a55-ba3a9fa2c586.jpg?v=1699215236, https://midcenturymobler.com/cdn/shop/files/DSC_5789_d72757fd-e8cf-4579-9741-7823d5a37dbf.jpg?v=1699215233"
Danish Modern Surfboard Coffee Table In Teak,6710708633732,1400.0,1850.0,tables,Tables,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 69.75″ wide x 23.5″ deep x 20.75″ tall,69.75,20.75,23.5,"1960s, coffee, danish, danish modern, depth:23.5, FRESCO SURFBOARD COFFEE TABLE, height:20.75, modern, restored, sale, SURFBOARD COFFEE TABLE, table, teak, width:69.75",,,"https://midcenturymobler.com/cdn/shop/products/DA12163b.jpg?v=1642631337, https://midcenturymobler.com/cdn/shop/products/DA12163c.jpg?v=1642631337"
Rare Fifteen Drawer Low Dresser In Rosewood By Kai Winding,7218129928324,6500.0,,storage,DRAWER CHEST,"Origin: DenmarkDesigner: Kai WindingManufacturer: Willy BeckEra: 1960sMaterials: RosewoodMeasurements: 64.75"" wide x 15.75"" deep x 27"" tall.",64.75,27,15.75,"1960s, denmark, DENMARK - JANUARY 2024, depth:15.75, height:27, kai winding, PRE-ORDER, RARE FIFTEEN DRAWER LOW DRESSER IN ROSEWOOD BY KAI WINDING, restored, rosewood, width:64.75, Willy Beck","Willy BeckEra: 1960sMaterials: RosewoodMeasurements: 64.75"" wide x 15.75"" deep x 27"" tall","Kai WindingManufacturer: Willy BeckEra: 1960sMaterials: RosewoodMeasurements: 64.75"" wide x 15.75"" deep x 27"" tall","https://midcenturymobler.com/cdn/shop/files/DSC_8264.png?v=1709264306, https://midcenturymobler.com/cdn/shop/files/DSC_8269.png?v=1709264357, https://midcenturymobler.com/cdn/shop/files/DSC_8274.png?v=1709264357, https://midcenturymobler.com/cdn/shop/files/DSC_8279.png?v=1709264357, https://midcenturymobler.com/cdn/shop/files/DSC_8285.png?v=1709264357, https://midcenturymobler.com/cdn/shop/files/DSC_8294.png?v=1709264357, https://midcenturymobler.com/cdn/shop/files/DSC_8296.png?v=1709264357, https://midcenturymobler.com/cdn/shop/files/DSC_8300.png?v=1709264357"
Ole Wanscher Model Fd-159 Highback Lounge Chair In Teak + Leather,6710750347396,3675.0,,seating,Cabinets & Storage,"Origin: Denmark. Designer: Ole Wanscher. Manufacturer: France + Daverkosen. Era: 1950s. Materials: Teak, Leather. Measurements: 26.5"" wide x 29"" deep x 41.25″ talll, Seat: 16"" tall Condition: In excellent original condition.",26.5,41.25,29,"1950s, chair, danish modern, denmark, France + Daverkosen, height:41.25, Highback Lounge Chair, leather, lounge chair, MODEL FD-159, ole wanscher, teak",France + Daverkosen,Ole Wanscher,"https://midcenturymobler.com/cdn/shop/products/DA12489.jpg?v=1642635931, https://midcenturymobler.com/cdn/shop/products/DA12489g.jpg?v=1642635931, https://midcenturymobler.com/cdn/shop/products/DA12489d.jpg?v=1642635931, https://midcenturymobler.com/cdn/shop/products/DA12489e.jpg?v=1642635931, https://midcenturymobler.com/cdn/shop/products/DA12489b.jpg?v=1642635931, https://midcenturymobler.com/cdn/shop/products/DA12489c.jpg?v=1642635931"
"""Formula"" Lounge Chair And Ottoman By Ruud Ekstrand & Christer Norman",7189867528324,3475.0,,seating,LOUNGE CHAIR AND OTTOMAN,"Origin: SwedenDesigner: Ruud Ekstrand &amp; Christer NormanManufacturer: DuxEra: 1970sMaterials: Chromed Steel, CuduroyMeasurements: 31.5″ wide x 35.5″ deep x 35.5″ tall, Seat Height: 15.75"" tall Ottoman Dimensions: 27.5″ deep x 15.75"" tall Condition: In excellent original condition with typical wear for its vintage.",31.5,35.5,35.5,"1970s, Christer Norman, Chromed steel, Cuduroy, DENMARK - JANUARY 2024, depth:35.5, dux, height:35.5, lounge chair, ottoman, Ruud Ekstrand, sweden, width:31.5",,,"https://midcenturymobler.com/cdn/shop/files/DA13160.jpg?v=1698140876, https://midcenturymobler.com/cdn/shop/files/DA13160j.jpg?v=1698140872, https://midcenturymobler.com/cdn/shop/files/DA13160b.jpg?v=1698140874, https://midcenturymobler.com/cdn/shop/files/DA13160c.jpg?v=1698140877, https://midcenturymobler.com/cdn/shop/files/DA13160d.jpg?v=1698140873, https://midcenturymobler.com/cdn/shop/files/DA13160k.jpg?v=1698140876, https://midcenturymobler.com/cdn/shop/files/DA13160e.jpg?v=1698140875, https://midcenturymobler.com/cdn/shop/files/DA13160f.jpg?v=1698140875, https://midcenturymobler.com/cdn/shop/files/DA13160g.jpg?v=1698140872, https://midcenturymobler.com/cdn/shop/files/DA13160h.jpg?v=1698140873, https://midcenturymobler.com/cdn/shop/files/DA13160l.jpg?v=1698140877, https://midcenturymobler.com/cdn/shop/files/DA13160m.jpg?v=1698140874, https://midcenturymobler.com/cdn/shop/files/DA13160i.jpg?v=1698140874"
Mini Teak Credenza / Entry Chest By Omann Jun,6927623192708,2725.0,,storage,CREDENZA,Origin: DenmarkDesigner: Gunni OmannManufacturer: Omann JunEra: 1960sMaterials: TeakMeasurements: 33.5″ wide x 15″ deep x 23.25″ tall,33.5,23.25,15,"1960s, 2022, DA12782, denmark, DENMARK - JANUARY 2023, depth:14.5, ENTRY CHEST, Gunni Omann, height:23.25, JANUARY 2023, MINI CREDENZA, Omann Jun, restored, Teak, width:33.5",,,"https://midcenturymobler.com/cdn/shop/products/DA12782.jpg?v=1660123200, https://midcenturymobler.com/cdn/shop/products/DA12782d.jpg?v=1660123206, https://midcenturymobler.com/cdn/shop/products/DA12782b.jpg?v=1660123206, https://midcenturymobler.com/cdn/shop/products/DA12782c.jpg?v=1660123206"
Set Of Long G Plan Astro Nesting Tables #2,7301116461188,1565.0,,tables,NESTING TABLES,"Origin: England. Designer: Victor B. Wilkins. Manufacturer: G Plan. Era: 1966. Materials: Teak, Afromosia. Measurements: 39.5"" wide x 19"" deep x 20"" tall. Small Tables: 17"" wide x 18"" deep x 19"" tall.",39.5,20,19,"1966, afromosia, astro, depth: 19, england, England - November 2024, englandnov2024, g plan, height: 20, long, nesting tables, new, restore, restored, teak, Victor B. Wilkins, width: 39.5",G Plan,Victor B. Wilkins,"https://midcenturymobler.com/cdn/shop/files/DSC_7044.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7020.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7022.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7024_de39d2fb-3c80-48b0-b133-9c3f58400a65.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7026.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7030.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7033.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7035.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7040.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7042.jpg?v=1731051282, https://midcenturymobler.com/cdn/shop/files/DSC_7048.jpg?v=1731051283, https://midcenturymobler.com/cdn/shop/files/DSC_7051.jpg?v=1731051282"
Square Pull Teak Credenza By H.W. Klein #1,7145744138372,4350.0,5675.0,storage,Cabinets & Storage,Origin: Denmark. Designer: H.W. Klein. Manufacturer: Bramin. Era: 1960s. Materials: Teak. Measurements: 88.5″ wide x 18″ deep x 31″ tall,88.5,31,18,"1960s, bramin, credenza, denmark, depth:18, england, h.w. klein, height:31, restored, sale, SQUARE PULL CREDENZA, width:88.5",Bramin,H.W. Klein,"https://midcenturymobler.com/cdn/shop/files/DSC_2374_ff68d4c0-169a-4c47-b6cb-fbdb5103429e.jpg?v=1691303245, https://midcenturymobler.com/cdn/shop/files/DSC_2375_48fbd5ba-265f-4e0f-a78f-6408294b7225.jpg?v=1691303255, https://midcenturymobler.com/cdn/shop/files/DSC_2381_2f3567db-876a-4c41-9024-07849d1c68fe.jpg?v=1691303255, https://midcenturymobler.com/cdn/shop/files/DSC_2386_389bf4c3-358e-4f16-841c-d74560995a25.jpg?v=1691303255, https://midcenturymobler.com/cdn/shop/files/DSC_2387_898d21e2-8123-4af8-8774-83d7987e919b.jpg?v=1691303255, https://midcenturymobler.com/cdn/shop/files/DSC_2395_43730db0-66a8-472d-bb07-60423f3b5d8e.jpg?v=1691303255, https://midcenturymobler.com/cdn/shop/files/DSC_2398_db33c53a-9c2d-42bd-a363-4eec6345a8d7.jpg?v=1691303255, https://midcenturymobler.com/cdn/shop/files/DSC_2404_bbedfd97-5df1-46c5-81a8-62093901bff4.jpg?v=1691303255"
Organic Danish Modern Coffee Table In Walnut,7125645426820,2150.0,,tables,Coffee Tables,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1950s. Materials: Walnut. Measurements: Inquire for measurements,,,,"1950s, 2023, COFFEE, COFFEE TABLE, DA12071, DANISH MODERN, Denmark, June2023, ORGANIC, restored, TABLES, Walnut",,,https://midcenturymobler.com/cdn/shop/files/DA12071.jpg?v=1688275710
Set Of Twelve Soaped Oak Highback Dining Chairs By Henry Kjaernulf,7125806317700,8700.0,,seating,DINING CHAIRS,"Origin: Denmark. Designer: Henry Kjaernulf. Manufacturer: Nyrup Møbelfabrik. Era: 1960s. Materials: Oak. Measurements: 21.75 wide x 22.5"" deep x 40"" tall, Seat: 17.75"" Tall",21.75,40,22.5,"1960s, 2023, chairs, DA13119, DANISH MODERN, Denmark, Denmark- October 2023, DINING, HENRY KJAERNULF, HIGHBACK, Nyrup Møbelfabrik, Oak, PRE ORDER, restored, SET OF TWELVE, SOAPED",Nyrup Møbelfabrik,Henry Kjaernulf,"https://midcenturymobler.com/cdn/shop/files/DA13119.jpg?v=1688366780, https://midcenturymobler.com/cdn/shop/files/DA13119b.jpg?v=1688366784"
1950S String Table Lamp,6799864365188,925.0,,lighting,Lamps,Origin: SwedenDesigner: UnknownManufacturer: UnknownEra: 1960sMaterials: SteelMeasurements: 14″ wide x 14″ deep x 14.5″ tall Condition: In excellent original condition.,14,14.5,14,"1950s, 1960s, 2022, April 2022, DA12689, depth:14, height:14.5, Steel, STRING TABLE LAMP, Sweden, width:14",,,"https://midcenturymobler.com/cdn/shop/products/DA12689.jpg?v=1650353695, https://midcenturymobler.com/cdn/shop/products/DA12689c.jpg?v=1650353695, https://midcenturymobler.com/cdn/shop/products/DA12689d.jpg?v=1650353696, https://midcenturymobler.com/cdn/shop/products/DA12689b.jpg?v=1650353695, https://midcenturymobler.com/cdn/shop/products/DA12689a.jpg?v=1650353695"
Model 6 Danish Modern Highback Lounge Chair In Green Wool,6710092660868,4100.0,,seating,seating,Origin: Denmark. Designer: Unknown. Manufacturer: Schiller's Møbler. Era: 1957. Dimensions: 27″ wide x 32″ deep x 40″ tall. Seat: 21″ wide x 20.5″ deep x 15″ tall.,27,40,32,"atomic, chair, depth:32, height :40, highback, lounge, model6, paw, PAWS, restore, restored, schillersmobler, teak, upholstery, width:27",Schiller's Møbler,,"https://midcenturymobler.com/cdn/shop/products/greenhighback.jpg?v=1642592779, https://midcenturymobler.com/cdn/shop/products/DSC_1954_5d075da9-b041-41e9-ad99-08702df00c4b.jpg?v=1642592779, https://midcenturymobler.com/cdn/shop/products/DSC_1957_8ac9a021-50aa-4ac8-b451-014501e37d93.jpg?v=1642592780, https://midcenturymobler.com/cdn/shop/products/DSC_1959.jpg?v=1642592780"
Danish Modern Three Legged Entry Chest In Teak + Oak,6710701064324,1675.0,,storage,Cabinets & Storage,Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1960s. Materials: Teak. Measurements: 39.75″ wide x 15.75″ deep x 27.5″ tall,39.75,27.5,15.75,"atomic, chest, depth:15.75, dresser, height:27.5, restored, teak, width:39.75",,,"https://midcenturymobler.com/cdn/shop/products/DA12078.jpg?v=1666729251, https://midcenturymobler.com/cdn/shop/products/DA12078b.jpg?v=1666729251, https://midcenturymobler.com/cdn/shop/products/DA12078c.jpg?v=1666729251"
Danish Wingback Lounge Chair In Salmon Toned Wool,7267538829444,3750.0,,seating,LOUNGE CHAIR,". Origin: Denmark. Designer: Unknown. Manufacturer: Unknown. Era: 1950s. Materials: Teak, Oak, Wool Measurements: 27.5"" wide x 36"" deep x 37"" tall Seat Height: 14.5"" tall",27.5,37,36,"1950s, danish, denmark, DENMARK - JUNE 2024, lounge chair, new, PRE-ORDER, restore, restored, SALMON, teak, TONED, upholstery, WINGBACK LOUNGE CHAIR, wool",,,"https://midcenturymobler.com/cdn/shop/files/DA13310.jpg?v=1716178964, https://midcenturymobler.com/cdn/shop/files/DA13310b.jpg?v=1716178964, https://midcenturymobler.com/cdn/shop/files/DA13310c.jpg?v=1716178963, https://midcenturymobler.com/cdn/shop/files/DA13310d.jpg?v=1716178963, https://midcenturymobler.com/cdn/shop/files/DA13310e.jpg?v=1716178964"
"Set Of Four ""Scandia"" Teak Dining Chairs By Hans Brattrud",7278983282820,3800.0,,seating,DINING CHAIRS,"Origin: Denmark. Designer: Hans Brattrud. Manufacturer: Hove Møbler. Era: 1960s. Materials: Teak, Chrome. Measurements: 18"" wide x 19"" deep x 31.5″ tall, Seat: 18"" tall Condition: In excellent original condition with light vintage wear to the original fabric.",18,31.5,19,"chrome, deopth:19, four, hans brattrud, height:31.5, hove, hove mobler, new, scandia, slatted, teak, width:18",Hove Møbler,Hans Brattrud,"https://midcenturymobler.com/cdn/shop/files/DSC_4000.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4003.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_3992.jpg?v=1720214418, https://midcenturymobler.com/cdn/shop/files/DSC_4005.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4009.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4019.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4025.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4029.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4033.jpg?v=1720214417, https://midcenturymobler.com/cdn/shop/files/DSC_4040.jpg?v=1720214417"
Jetson Highback Lounge Chair By Bruno Mathsson,6710541910148,3100.0,,seating,seating,Origin: Sweden. Designer: Bruno Mathsson. Manufacturer: Dux. Era: 1960s. Dimensions: 23″ wide x 30″ deep x 28″ tall. Seat: 17″ wide x 18″ deep x 16″ tall. Condition: Frame in excellent original condition. Fabric in fair original condition with some wear. Restoration Includes:. • New custom upholstery with fresh foam and material (inquire for available fabrics and physical samples) Here are the fabrics we commonly use for upholstery:. Hallingdal. Tonus. Tonica. Clara. Divina MD,23,28,30,"atomic, chair, depth:30, height :28, lounge, LOWBACK, paw, PAWS, teak, width:23",Dux,Bruno Mathsson,"https://midcenturymobler.com/cdn/shop/products/DSC_1700.jpg?v=1642621307, https://midcenturymobler.com/cdn/shop/products/DSC_1703.jpg?v=1642621307, https://midcenturymobler.com/cdn/shop/products/DSC_1710.jpg?v=1642621307, https://midcenturymobler.com/cdn/shop/products/DSC_1712_7657a332-2c26-4206-93e4-c628088b6e4e.jpg?v=1642621307"
Pair Of Borge Mogensen Cupboards In Rosewood,7277394460804,7500.0,,storage,CUPBOARD / BOOKCASE,Origin: Denmark. Designer: Borge Mogensen. Manufacturer: Søborg. Era: 1960s. Materials: Rosewood. Measurements: 39.5″ wide x 18″ deep x 26″ tall,39.5,26,18,"1960s, borge mogensen, CUPBOARDS, denmark, mid – late August 2024, new, PAIR OF BORGE MOGENSEN, PRE-ORDER, rosewood, Søborg",Søborg,Borge Mogensen,https://midcenturymobler.com/cdn/shop/files/DA13262.jpg?v=1719471959
"1950S ""Winni"" Lounge Chair By Ikea #2",7015458930820,1850.0,,seating,LOUNGE CHAIR,"Origin: Sweden. Designer: Unknown. Manufacturer: IKEA. Era: 1950s. Materials: Beech, Wool. Measurements: 21.75″ wide x 23"" deep 28.75″ tall, Seat: 15.75"" tall",21.75,28.75,23,"1950s, 2023, Beech, DA12923, DENMARK, height:28.75, IKEA, June2023, LOUNGE CHAIR, May 2023, PRE ORDER, restore, restored, Sweden, SWEDISH MODERN, upholstery, width:21.75, WINNI, Wool",IKEA,,"https://midcenturymobler.com/cdn/shop/products/DA12923.jpg?v=1667993079, https://midcenturymobler.com/cdn/shop/products/DA12923c.jpg?v=1667993085, https://midcenturymobler.com/cdn/shop/products/DA12923b.jpg?v=1667993086, https://midcenturymobler.com/cdn/shop/products/DA12923g.jpg?v=1667993085, https://midcenturymobler.com/cdn/shop/products/DA12923d.jpg?v=1667993087, https://midcenturymobler.com/cdn/shop/products/DA12923e.jpg?v=1667993086, https://midcenturymobler.com/cdn/shop/products/DA12923f.jpg?v=1667993085"
